,SYMBOL,IND,NAME,TOTAL VALUE,ERP,SHARPE RATIO,SORTINO RATIO,MAX DD,OPEN DATE,BASE,ADJBASE,PNL,PNL RATIO,AVG TRANS,AVG DAYS,WIN RATE,TOTAL PNL RATIO,STRATEGY,pnl_growth
222,SH603960,专用设备<span style='color:#00a859;'><b>↓27</b></span>/32,克来机电,72.1,-1.4,6.003430597044436,15.080890828724662,-0.08979443967626388,2025-12-08,19.469999313354492,27.5,4015.000343322754,0.4124294283430058,3,42.666666666666664,0.3333333333333333,0.11995374177570343,连续上涨,364.99900817871094
223,SH600397,专用设备<span style='color:#00a859;'><b>↓27</b></span>/32,江钨装备,197.9,-3.9,9.451834954059757,15.805031695937307,-0.156061333171981,2025-12-05,6.71999979019165,19.989999771118164,18577.99997329712,1.9747024397671984,2,57.0,0.5,0.9453986566204949,连续上涨,364.99900817871094
224,SZ300480,专用设备<span style='color:#00a859;'><b>↓27</b></span>/32,光力科技,115.4,-1.4,4.559445531659264,9.68065328813978,-0.10965969464850023,2025-12-05,16.010000228881836,32.709999084472656,10019.999313354492,1.0430979773169669,3,43.0,0.3333333333333333,0.3314236872904769,连续上涨,364.99900817871094
225,SH688630,专用设备<span style='color:#00a859;'><b>↓27</b></span>/32,芯碁微装,248.3,-0.6,1.8965871875104783,2.7433656951807985,-0.09630211753835904,2025-12-01,117.08000183105469,188.47999572753906,7139.9993896484375,0.6098393643648373,3,46.0,0.3333333333333333,0.08027390825570681,突破半年线,364.99900817871094
226,SZ002353,专用设备<span style='color:#00a859;'><b>↓27</b></span>/32,杰瑞股份,1254.2,0.1,5.218489188637167,10.406902806143705,-0.09299357527207863,2025-12-01,62.06999969482422,122.5,6043.000030517578,0.9735782278441804,2,51.5,0.5,0.4946227491011392,成交量放大,364.99900817871094
227,SZ301018,专用设备<span style='color:#00a859;'><b>↓27</b></span>/32,申菱环境,283.8,-1.1,7.291677387651022,7.291677387651022,-0.0994621516936991,2025-12-01,53.58000183105469,106.66000366210938,5308.000183105469,0.9906681600800132,1,95.0,1.0,0.9906681600800132,连续上涨,364.99900817871094
228,SZ301338,专用设备<span style='color:#00a859;'><b>↓27</b></span>/32,凯格精机,205.4,-1.0,5.6479465841688015,26.37581768060543,-0.06255612577471381,2025-11-27,63.9900016784668,193.0,12900.99983215332,2.016096185928781,3,50.333333333333336,0.3333333333333333,0.585858525934876,连续上涨,364.99900817871094
229,SH600131,电子信息<span style='color:#ff4444;'><b>↑44</b></span>/33,国网信通,258.4,0.8,3.9243515191702563,7.39517279875752,-0.05927833201768873,2026-01-05,16.450000762939453,21.559999465942383,3065.999221801758,0.31063820462035185,2,52.0,1.0,0.17897827798772895,连续上涨,348.99988174438477
230,SZ002380,电子信息<span style='color:#ff4444;'><b>↑44</b></span>/33,科远智慧,91.7,1.4,6.36446515508483,13.85729209915963,-0.05008396282773009,2025-12-22,27.290000915527344,38.220001220703125,3279.0000915527344,0.40051300617424596,3,37.333333333333336,0.3333333333333333,0.10340759825971363,均线收敛,348.99988174438477
231,SZ002131,电子信息<span style='color:#ff4444;'><b>↑44</b></span>/33,利欧股份,587.1,-0.4,-1.2182539275913176,-1.835852735258412,-0.19351671984009766,2025-12-12,5.210000038146973,8.670000076293945,6574.000072479248,0.6641074880639698,3,36.666666666666664,0.3333333333333333,0.1686468029441437,连续上涨,348.99988174438477
232,SZ000999,中药<span style='color:#ff4444;'><b>↑36</b></span>/34,华润三九,501.9,5.0,4.150872922326797,12.012027501441075,-0.031049615334182046,2026-02-05,28.700000762939453,30.15999984741211,437.9997253417969,0.0508710468871473,4,26.25,0.5,0.011522343566695948,均线收敛,296.9999313354492
233,SZ002797,券商信托<span style='color:#ff4444;'><b>↑20</b></span>/35,第一创业,317.7,1.4,2.641423518350341,6.20351192435477,-0.03718462178043902,2026-02-13,6.929999828338623,7.559999942779541,882.0001602172852,0.09090910967481976,4,23.25,0.25,-0.013329891070336693,成交量放大,251.99975967407227
234,SH601728,电信运营<span style='color:#ff4444;'><b>↑35</b></span>/36,中国电信,5463.0,5.7,0.3018492102849211,0.3423438349916035,-0.0566666920979817,2026-02-27,5.789999961853027,5.96999979019165,305.9997081756592,0.03108805345846946,5,12.6,0.2,-0.0037271576313659036,连续上涨,249.9997615814209
235,SH600050,电信运营<span style='color:#ff4444;'><b>↑35</b></span>/36,中国联通,1553.8,5.7,-1.828638793115062,-1.7087221598997588,-0.06066534925241551,2026-02-27,4.920000076293945,4.96999979019165,99.99942779541016,0.010162543317553771,8,7.25,0.125,-0.016034429898582683,连续上涨,249.9997615814209
236,SH603288,食品饮料<span style='color:#ff4444;'><b>↑32</b></span>/37,海天味业,2166.3,1.5,-1.0518686028897972,-2.741878681414142,-0.06111695866118205,2026-03-06,37.02000045776367,37.02000045776367,0.0,0.0,5,13.6,0.2,-0.011566808915789652,均线收敛,248.9999771118164
237,SZ000895,食品饮料<span style='color:#ff4444;'><b>↑32</b></span>/37,双汇发展,943.4,3.8,3.832722656372066,12.410965462103736,-0.0194683103047103,2026-01-29,25.950000762939453,27.229999542236328,383.9996337890625,0.049325577713466115,2,45.5,1.0,0.05826444255293587,连续上涨,248.9999771118164
238,SH603063,风电设备<span style='color:#ff4444;'><b>↑15</b></span>/38,禾望电气,146.1,1.3,-0.8002055200032351,-1.742200291229675,-0.08937752790409592,2026-03-06,31.899999618530273,31.899999618530273,0.0,0.0,6,12.0,0.3333333333333333,-0.03754534373879151,连续上涨,228.00006866455078
239,SZ300850,风电设备<span style='color:#ff4444;'><b>↑15</b></span>/38,新强联,195.5,2.7,1.1056121120077453,2.9561665602055194,-0.05466311422626746,2026-02-26,48.779998779296875,47.220001220703125,-311.99951171875,-0.03198027055416495,3,14.666666666666666,0.0,-0.027783725864732337,均线收敛,228.00006866455078
240,SH688186,风电设备<span style='color:#ff4444;'><b>↑15</b></span>/38,广大特材,79.2,0.9,2.5920617014584595,3.8961455283697863,-0.10350879869963003,2026-02-25,23.0,28.25,2100.0,0.22826086956521738,4,20.5,0.25,0.03813510866296141,连续上涨,228.00006866455078
241,SZ002202,风电设备<span style='color:#ff4444;'><b>↑15</b></span>/38,金风科技,1202.5,1.1,1.4138978914012692,1.8812156201064776,-0.09017598716650854,2026-02-25,27.260000228881836,28.469999313354492,362.9997253417969,0.04438734681999996,2,40.0,1.0,0.34533240477933086,连续上涨,228.00006866455078
242,SH600389,农药兽药<span style='color:#ff4444;'><b>↑3</b></span>/39,江山股份,131.3,2.5,2.278906023004493,2.780896136981704,-0.09992705191445428,2026-02-24,27.520000457763672,30.5,893.9998626708984,0.1082848652858812,6,14.0,0.16666666666666666,-0.020729398679961607,多头排列,210.00022888183594
243,SZ002734,农药兽药<span style='color:#ff4444;'><b>↑3</b></span>/39,利民股份,103.6,3.2,0.9568792192412071,1.9404074193719698,-0.10765125113757912,2025-12-19,16.209999084472656,21.770000457763672,3336.0008239746094,0.3429982533815728,4,24.75,0.25,0.04513172856792561,连续上涨,210.00022888183594
244,SH601816,交运物流<span style='color:#ff4444;'><b>↑10</b></span>/40,京沪高铁,2470.7,3.8,2.1549259370776053,4.83008206444802,-0.029880497198676692,2026-02-27,4.949999809265137,5.050000190734863,200.00076293945312,0.02020209804504464,7,11.714285714285714,0.2857142857142857,-0.008345097781853777,均线收敛,190.99969863891602
245,SH601006,交运物流<span style='color:#ff4444;'><b>↑10</b></span>/40,大秦铁路,1045.6,6.1,2.3962060193734147,5.909352432652124,-0.013698663372291087,2026-01-29,5.070000171661377,5.190000057220459,227.99978256225586,0.02366861567970313,3,18.333333333333332,0.3333333333333333,-0.014241776994865311,连续上涨,190.99969863891602
