,symbol,buy_date,price,adjbase,size,p&l,p&l_ratio,industry
88,IOT,2026-02-20,26.790000915527344,29.579999923706055,373.0,1040.6696300506592,0.10414329648498229,软件
89,DBX,2026-02-20,25.479999542236328,26.3799991607666,392.0,352.7998504638672,0.03532180669934511,软件
90,MSTR,2026-02-19,129.4499969482422,139.80999755859375,77.0,797.7200469970703,0.08003090656304757,软件
91,FIG,2026-02-13,22.530000686645508,30.299999237060547,443.0,3442.1093578338623,0.34487342714643804,软件
92,YOU,2026-02-12,32.619998931884766,47.41999816894531,306.0,4528.799766540527,0.45370937221564805,软件
93,BSY,2026-02-11,33.91999816894531,39.5099983215332,294.0,1643.4600448608398,0.16479954169648772,软件
94,PTC,2026-02-10,162.72000122070312,164.25,61.0,93.32992553710938,0.009402647294856403,软件
95,SAP,2026-02-10,212.2100067138672,199.47999572753906,47.0,-598.3105163574219,-0.05998779785862126,软件
96,RNG,2026-02-06,27.030000686645508,39.66999816894531,369.0,4664.159070968628,0.4676284558344368,软件
97,SCHW,2026-02-26,97.5199966430664,95.41000366210938,102.0,-215.2192840576172,-0.021636516136068283,资本市场
98,GLXY,2026-02-24,21.540000915527344,22.729999542236328,464.0,552.1593627929688,0.05524598774975729,资本市场
99,CLSK,2026-02-24,10.350000381469727,9.949999809265137,966.0,-386.4005527496338,-0.03864739685621043,资本市场
100,HOOD,2026-02-20,76.11000061035156,80.55999755859375,131.0,582.9496002197266,0.05846796626666894,资本市场
101,BMNR,2026-02-19,19.959999084472656,20.350000381469727,501.0,195.39064979553223,0.019539144032349246,资本市场
102,WULF,2026-02-09,16.649999618530273,15.229999542236328,600.0,-852.0000457763672,-0.08528529182148362,资本市场
103,XP,2026-01-05,17.020000457763672,19.709999084472656,587.0,1579.0291938781738,0.15804926876379383,资本市场
104,TPG,2026-03-03,44.36000061035156,44.959999084472656,225.0,134.9996566772461,0.013525664244041556,资产管理
105,OWL,2026-03-02,10.680000305175781,10.420000076293945,936.0,-243.36021423339844,-0.024344590023638264,资产管理
106,CG,2026-02-26,54.459999084472656,51.66999816894531,183.0,-510.5701675415039,-0.051230278414066556,资产管理
107,PPTA,2026-02-20,30.18000030517578,32.40999984741211,331.0,738.1298484802246,0.07388997745814767,贵金属采矿
108,PGR,2026-02-17,207.89999389648438,210.5800018310547,48.0,128.640380859375,0.012890851434583095,财产意外保险
109,ALL,2026-01-30,198.99000549316406,211.6199951171875,50.0,631.4994812011719,0.06347047226177054,财产意外保险
110,CB,2026-01-29,306.1700134277344,332.4599914550781,32.0,841.279296875,0.08586725307620303,财产意外保险
111,IQV,2026-02-27,178.80999755859375,178.5,55.0,-17.04986572265625,-0.0017336701684824293,诊断与研究
112,TMO,2026-02-27,521.1099853515625,518.8400268554688,19.0,-43.12921142578125,-0.00435600652434695,诊断与研究
113,MEDP,2026-02-26,447.0899963378906,469.3800048828125,22.0,490.38018798828125,0.04985575326555972,诊断与研究
114,ICLR,2026-02-26,106.12999725341797,110.5999984741211,94.0,420.18011474609375,0.042118169569246515,诊断与研究
115,CRL,2026-02-26,175.4600067138672,181.32000732421875,56.0,328.1600341796875,0.033397927653723423,诊断与研究
116,ILMN,2026-02-23,120.54000091552734,128.24000549316406,82.0,631.4003753662109,0.06387924771157724,诊断与研究
117,RVTY,2026-02-20,100.33000183105469,96.56999969482422,99.0,-372.2402114868164,-0.03747634872529876,诊断与研究
118,ANET,2026-03-05,139.39999389648438,139.39999389648438,71.0,0.0,0.0,计算机硬件
119,HPQ,2026-03-03,19.010000228881836,19.34000015258789,526.0,173.57995986938477,0.017359280364693884,计算机硬件
120,SMCI,2026-02-25,33.599998474121094,32.2400016784668,297.0,-403.9190483093262,-0.040476096946902365,计算机硬件
121,DELL,2026-02-20,122.2699966430664,146.52000427246094,81.0,1964.250617980957,0.1983316291419043,计算机硬件
122,RGTI,2026-02-19,16.600000381469727,16.969999313354492,602.0,222.7393569946289,0.02228909177000915,计算机硬件
123,ABBV,2026-02-12,227.5,232.35000610351562,43.0,208.55026245117188,0.021318708147321428,药品制造商
124,UTHR,2026-01-30,469.489990234375,485.05999755859375,21.0,326.97015380859375,0.033163661948247325,药品制造商
125,JNJ,2026-01-12,209.72000122070312,239.6300048828125,47.0,1405.7701721191406,0.14261874636665184,药品制造商
126,GILD,2026-01-07,124.3499984741211,145.13999938964844,80.0,1663.2000732421875,0.16718939421502302,药品制造商
127,AMGN,2026-01-07,341.6400146484375,367.6000061035156,29.0,752.8397521972656,0.07598639018263739,药品制造商
128,NVS,2025-11-25,130.25999450683594,161.00999450683594,76.0,2337.0,0.2360663388357986,药品制造商
129,BMY,2025-10-30,45.619998931884766,60.7400016784668,219.0,3311.280601501465,0.33143364972800005,药品制造商
130,LUNR,2026-03-02,17.989999771118164,17.670000076293945,555.0,-177.5998306274414,-0.017787643073679107,航空航天国防
131,DRS,2026-02-19,41.06999969482422,45.81999969482422,243.0,1154.25,0.11565619759667568,航空航天国防
132,KRMN,2026-02-19,88.45999908447266,97.13999938964844,113.0,980.8400344848633,0.09812345009055486,航空航天国防
133,LOAR,2026-02-19,67.26000213623047,72.45999908447266,148.0,769.5995483398438,0.0773118760494529,航空航天国防
134,PL,2026-02-19,25.110000610351562,24.59000015258789,398.0,-206.9601821899414,-0.02070889865089459,航空航天国防
